order_id,outlet,date
84015,Costco,2014-10-11 00:00:00
84016,Dick 's Sproting Goods,2014-10-11 00:00:00
84017,K-Mart,2014-10-11 00:00:00
84018,Academy Sports,2014-10-12 00:00:00
84019,Big 5,2014-10-12 00:00:00
84020,Target,2014-10-12 00:00:00
84021,Costco,2014-10-13 00:00:00
84022,K-Mart,2014-10-13 00:00:00
84023,Sam 's Club,2014-10-13 00:00:00
84024,Walmart,2014-10-13 00:00:00
84025,Dick 's Sproting Goods,2014-10-14 00:00:00
84026,Academy Sports,2014-10-15 00:00:00
84027,Costco,2014-10-15 00:00:00
84028,K-Mart,2014-10-15 00:00:00
84029,Sam 's Club,2014-10-15 00:00:00
84030,Target,2014-10-15 00:00:00
84031,Walmart,2014-10-15 00:00:00
84032,Big 5,2014-10-17 00:00:00
84033,Dick 's Sproting Goods,2014-10-17 00:00:00
84034,Target,2014-10-17 00:00:00
84035,Costco,2014-10-18 00:00:00
84036,Sam 's Club,2014-10-18 00:00:00
84037,Walmart,2014-10-18 00:00:00
84038,Academy Sports,2014-10-19 00:00:00
84039,Target,2014-10-19 00:00:00
84040,Dick 's Sproting Goods,2014-10-20 00:00:00
84041,K-Mart,2014-10-20 00:00:00
84042,Walmart,2014-10-20 00:00:00
84043,Big 5,2014-10-21 00:00:00
84044,Costco,2014-10-21 00:00:00
84045,Academy Sports,2014-10-22 00:00:00
84046,Sam 's Club,2014-10-22 00:00:00
84047,Walmart,2014-10-22 00:00:00
84048,Costco,2014-10-23 00:00:00
84049,Dick 's Sproting Goods,2014-10-23 00:00:00
84050,Target,2014-10-23 00:00:00
84051,Academy Sports,2014-10-24 00:00:00
84052,Big 5,2014-10-24 00:00:00
84053,K-Mart,2014-10-24 00:00:00
84054,Walmart,2014-10-24 00:00:00
84055,Dick 's Sproting Goods,2014-10-25 00:00:00
84056,Academy Sports,2014-10-26 00:00:00
84057,Big 5,2014-10-27 00:00:00
84058,Costco,2014-10-27 00:00:00
84059,Academy Sports,2014-10-28 00:00:00
84060,Sam 's Club,2014-10-28 00:00:00
84061,Dick 's Sproting Goods,2014-10-29 00:00:00
84062,K-Mart,2014-10-29 00:00:00
84063,Walmart,2014-10-29 00:00:00
84064,Big 5,2014-10-30 00:00:00
84065,Sam 's Club,2014-10-30 00:00:00
84066,Academy Sports,2014-10-31 00:00:00
84067,Costco,2014-10-31 00:00:00
84068,Dick 's Sproting Goods,2014-10-31 00:00:00
84069,K-Mart,2014-10-31 00:00:00
84070,Walmart,2014-10-31 00:00:00
84071,Big 5,2014-11-01 00:00:00
84072,Sam 's Club,2014-11-01 00:00:00
84073,Target,2014-11-01 00:00:00
84074,Academy Sports,2014-11-02 00:00:00
84075,Costco,2014-11-02 00:00:00
84076,K-Mart,2014-11-02 00:00:00
84077,Walmart,2014-11-02 00:00:00
84078,Target,2014-11-03 00:00:00
84079,Big 5,2014-11-04 00:00:00
84080,Academy Sports,2014-11-05 00:00:00
84081,K-Mart,2014-11-05 00:00:00
84082,Walmart,2014-11-05 00:00:00
84083,Dick 's Sproting Goods,2014-11-06 00:00:00
84084,Sam 's Club,2014-11-06 00:00:00
84085,Target,2014-11-07 00:00:00
84086,Walmart,2014-11-07 00:00:00
84087,Academy Sports,2014-11-08 00:00:00
84088,Big 5,2014-11-08 00:00:00
84089,Sam 's Club,2014-11-08 00:00:00
84090,Costco,2014-11-09 00:00:00
84091,K-Mart,2014-11-09 00:00:00
84092,Academy Sports,2014-11-10 00:00:00
84093,Big 5,2014-11-10 00:00:00
84094,Dick 's Sproting Goods,2014-11-10 00:00:00
84095,Sam 's Club,2014-11-10 00:00:00
84096,Academy Sports,2014-11-12 00:00:00
84097,Big 5,2014-11-12 00:00:00
84098,Costco,2014-11-12 00:00:00
84099,K-Mart,2014-11-12 00:00:00
84100,Dick 's Sproting Goods,2014-11-13 00:00:00
84101,Sam 's Club,2014-11-13 00:00:00
84102,Target,2014-11-13 00:00:00
84103,K-Mart,2014-11-14 00:00:00
84104,Academy Sports,2014-11-15 00:00:00
84105,Costco,2014-11-15 00:00:00
84106,Dick 's Sproting Goods,2014-11-15 00:00:00
84107,Target,2014-11-15 00:00:00
84108,K-Mart,2014-11-16 00:00:00
84109,Sam 's Club,2014-11-16 00:00:00
84110,Walmart,2014-11-16 00:00:00
84111,Costco,2014-11-17 00:00:00
84112,Target,2014-11-17 00:00:00
84113,Academy Sports,2014-11-18 00:00:00
84114,Big 5,2014-11-18 00:00:00
84115,K-Mart,2014-11-18 00:00:00
84116,Sam 's Club,2014-11-18 00:00:00
84117,Dick 's Sproting Goods,2014-11-19 00:00:00
84118,Walmart,2014-11-19 00:00:00
84119,Big 5,2014-11-20 00:00:00
84120,Costco,2014-11-20 00:00:00
84121,K-Mart,2014-11-20 00:00:00
84122,Academy Sports,2014-11-21 00:00:00
84123,Sam 's Club,2014-11-21 00:00:00
84124,Target,2014-11-21 00:00:00
84125,K-Mart,2014-11-22 00:00:00
84126,Walmart,2014-11-22 00:00:00
84127,Costco,2014-11-23 00:00:00
84128,Dick 's Sproting Goods,2014-11-23 00:00:00
84129,Sam 's Club,2014-11-23 00:00:00
84130,Big 5,2014-11-25 00:00:00
84131,Costco,2014-11-25 00:00:00
84132,Sam 's Club,2014-11-25 00:00:00
84133,Target,2014-11-25 00:00:00
84134,Academy Sports,2014-11-26 00:00:00
84135,Costco,2014-11-27 00:00:00
84136,Academy Sports,2014-11-28 00:00:00
84137,Sam 's Club,2014-11-28 00:00:00
84138,Target,2014-11-28 00:00:00
84139,Walmart,2014-11-28 00:00:00
84140,Big 5,2014-11-29 00:00:00
84141,K-Mart,2014-11-30 00:00:00
84142,Target,2014-11-30 00:00:00
84143,Walmart,2014-11-30 00:00:00
84144,Academy Sports,2014-12-01 00:00:00
84145,Dick 's Sproting Goods,2014-12-01 00:00:00
84146,Sam 's Club,2014-12-01 00:00:00
84147,Big 5,2014-12-02 00:00:00
84148,Costco,2014-12-02 00:00:00
84149,Target,2014-12-02 00:00:00
84150,Walmart,2014-12-02 00:00:00
84151,Academy Sports,2014-12-04 00:00:00
84152,Big 5,2014-12-04 00:00:00
84153,Costco,2014-12-04 00:00:00
84154,Dick 's Sproting Goods,2014-12-04 00:00:00
84155,Sam 's Club,2014-12-04 00:00:00
84156,Target,2014-12-04 00:00:00
84157,Academy Sports,2014-12-06 00:00:00
84158,Big 5,2014-12-06 00:00:00
84159,Sam 's Club,2014-12-06 00:00:00
84160,K-Mart,2014-12-07 00:00:00
84161,Target,2014-12-07 00:00:00
84162,Sam 's Club,2014-12-08 00:00:00
84163,Academy Sports,2014-12-09 00:00:00
84164,Costco,2014-12-09 00:00:00
84165,Walmart,2014-12-09 00:00:00
84166,K-Mart,2014-12-10 00:00:00
84167,Big 5,2014-12-11 00:00:00
84168,Sam 's Club,2014-12-11 00:00:00
84169,Walmart,2014-12-11 00:00:00
84170,Costco,2014-12-12 00:00:00
84171,K-Mart,2014-12-12 00:00:00
84172,Target,2014-12-12 00:00:00
84173,Walmart,2014-12-13 00:00:00
84174,Academy Sports,2014-12-14 00:00:00
84175,Big 5,2014-12-14 00:00:00
84176,Costco,2014-12-14 00:00:00
84177,Dick 's Sproting Goods,2014-12-14 00:00:00
84178,K-Mart,2014-12-14 00:00:00
84179,Target,2014-12-14 00:00:00
84180,Walmart,2014-12-15 00:00:00
84181,Sam 's Club,2014-12-16 00:00:00
84182,Academy Sports,2014-12-17 00:00:00
84183,Dick 's Sproting Goods,2014-12-17 00:00:00
84184,Target,2014-12-17 00:00:00
84185,Costco,2014-12-18 00:00:00
84186,Walmart,2014-12-18 00:00:00
84187,Academy Sports,2014-12-19 00:00:00
84188,Costco,2014-12-20 00:00:00
84189,Sam 's Club,2014-12-20 00:00:00
84190,K-Mart,2014-12-21 00:00:00
84191,Target,2014-12-21 00:00:00
84192,Academy Sports,2014-12-22 00:00:00
84193,Big 5,2014-12-22 00:00:00
84194,Costco,2014-12-22 00:00:00
84195,Dick 's Sproting Goods,2014-12-22 00:00:00
84196,Big 5,2014-12-24 00:00:00
84197,K-Mart,2014-12-24 00:00:00
84198,Walmart,2014-12-24 00:00:00
84199,Academy Sports,2014-12-25 00:00:00
84200,Costco,2014-12-25 00:00:00
84201,Sam 's Club,2014-12-25 00:00:00
84202,Big 5,2014-12-26 00:00:00
84203,Target,2014-12-26 00:00:00
84204,Academy Sports,2014-12-27 00:00:00
84205,Dick 's Sproting Goods,2014-12-27 00:00:00
84206,K-Mart,2014-12-27 00:00:00
84207,Walmart,2014-12-27 00:00:00
84208,Target,2014-12-28 00:00:00
84209,Costco,2014-12-29 00:00:00
84210,Dick 's Sproting Goods,2014-12-29 00:00:00
84211,Sam 's Club,2014-12-29 00:00:00
84212,Big 5,2014-12-30 00:00:00
84213,K-Mart,2014-12-30 00:00:00
84214,Target,2014-12-30 00:00:00
84215,Walmart,2014-12-30 00:00:00
84216,Academy Sports,2014-12-31 00:00:00
84217,Costco,2014-12-31 00:00:00
84218,Big 5,2015-01-01 00:00:00
84219,Dick 's Sproting Goods,2015-01-01 00:00:00
84220,K-Mart,2015-01-01 00:00:00
84221,Walmart,2015-01-02 00:00:00
84222,Dick 's Sproting Goods,2015-01-03 00:00:00
84223,Sam 's Club,2015-01-03 00:00:00
84224,Big 5,2015-01-04 00:00:00
84225,Costco,2015-01-04 00:00:00
84226,Target,2015-01-04 00:00:00
84227,Walmart,2015-01-05 00:00:00
84228,Dick 's Sproting Goods,2015-01-06 00:00:00
84229,Sam 's Club,2015-01-06 00:00:00
84230,Academy Sports,2015-01-07 00:00:00
84231,K-Mart,2015-01-08 00:00:00
84232,Target,2015-01-08 00:00:00
84233,Academy Sports,2015-01-09 00:00:00
84234,Costco,2015-01-11 00:00:00
84235,K-Mart,2015-01-11 00:00:00
84236,Sam 's Club,2015-01-12 00:00:00
84237,Target,2015-01-12 00:00:00
84238,Academy Sports,2015-01-14 00:00:00
84239,K-Mart,2015-01-14 00:00:00
84240,Sam 's Club,2015-01-14 00:00:00
84241,Academy Sports,2015-01-16 00:00:00
84242,Big 5,2015-01-16 00:00:00
84243,Costco,2015-01-16 00:00:00
84244,K-Mart,2015-01-16 00:00:00
84245,Target,2015-01-16 00:00:00
84246,Sam 's Club,2015-01-17 00:00:00
84247,Walmart,2015-01-17 00:00:00
84248,Costco,2015-01-18 00:00:00
84249,Big 5,2015-01-19 00:00:00
84250,Target,2015-01-19 00:00:00
84251,Walmart,2015-01-19 00:00:00
84252,Dick 's Sproting Goods,2015-01-20 00:00:00
84253,K-Mart,2015-01-20 00:00:00
84254,Big 5,2015-01-21 00:00:00
84255,Academy Sports,2015-01-22 00:00:00
84256,Sam 's Club,2015-01-22 00:00:00
84257,Target,2015-01-22 00:00:00
84258,Big 5,2015-01-24 00:00:00
84259,Costco,2015-01-24 00:00:00
84260,Walmart,2015-01-24 00:00:00
84261,Dick 's Sproting Goods,2015-01-25 00:00:00
84262,Target,2015-01-25 00:00:00
84263,Big 5,2015-01-26 00:00:00
84264,Sam 's Club,2015-01-26 00:00:00
84265,Walmart,2015-01-26 00:00:00
84266,Academy Sports,2015-01-27 00:00:00
84267,K-Mart,2015-01-27 00:00:00
84268,Costco,2015-01-28 00:00:00
84269,Dick 's Sproting Goods,2015-01-28 00:00:00
84270,K-Mart,2015-01-29 00:00:00
84271,Sam 's Club,2015-01-29 00:00:00
84272,Academy Sports,2015-01-30 00:00:00
84273,Dick 's Sproting Goods,2015-01-30 00:00:00
84274,Academy Sports,2015-02-01 00:00:00
84275,Costco,2015-02-01 00:00:00
84276,K-Mart,2015-02-01 00:00:00
84277,Sam 's Club,2015-02-01 00:00:00
84278,Dick 's Sproting Goods,2015-02-03 00:00:00
84279,Sam 's Club,2015-02-03 00:00:00
84280,Target,2015-02-03 00:00:00
84281,Walmart,2015-02-03 00:00:00
84282,K-Mart,2015-02-04 00:00:00
84283,Costco,2015-02-05 00:00:00
84284,Sam 's Club,2015-02-05 00:00:00
84285,Target,2015-02-05 00:00:00
84286,Big 5,2015-02-07 00:00:00
84287,Costco,2015-02-07 00:00:00
84288,Dick 's Sproting Goods,2015-02-07 00:00:00
84289,Walmart,2015-02-07 00:00:00
84290,Dick 's Sproting Goods,2015-02-09 00:00:00
84291,Sam 's Club,2015-02-09 00:00:00
84292,Walmart,2015-02-09 00:00:00
84293,Big 5,2015-02-11 00:00:00
84294,Academy Sports,2015-02-12 00:00:00
84295,K-Mart,2015-02-13 00:00:00
84296,Target,2015-02-13 00:00:00
84297,Academy Sports,2015-02-14 00:00:00
84298,Dick 's Sproting Goods,2015-02-14 00:00:00
84299,Sam 's Club,2015-02-14 00:00:00
84300,Walmart,2015-02-14 00:00:00
84301,Costco,2015-02-15 00:00:00
84302,Academy Sports,2015-02-16 00:00:00
84303,Dick 's Sproting Goods,2015-02-16 00:00:00
84304,K-Mart,2015-02-16 00:00:00
84305,Target,2015-02-16 00:00:00
84306,Walmart,2015-02-16 00:00:00
84307,Big 5,2015-02-17 00:00:00
84308,Costco,2015-02-17 00:00:00
84309,Academy Sports,2015-02-18 00:00:00
84310,Sam 's Club,2015-02-18 00:00:00
84311,Target,2015-02-18 00:00:00
84312,K-Mart,2015-02-19 00:00:00
84313,Academy Sports,2015-02-20 00:00:00
84314,Big 5,2015-02-20 00:00:00
84315,Costco,2015-02-20 00:00:00
84316,Dick 's Sproting Goods,2015-02-20 00:00:00
84317,Target,2015-02-20 00:00:00
84318,Sam 's Club,2015-02-21 00:00:00
84319,Walmart,2015-02-21 00:00:00
84320,Academy Sports,2015-02-23 00:00:00
84321,Big 5,2015-02-23 00:00:00
84322,Costco,2015-02-23 00:00:00
84323,Sam 's Club,2015-02-23 00:00:00
84324,Dick 's Sproting Goods,2015-02-24 00:00:00
84325,K-Mart,2015-02-24 00:00:00
84326,Target,2015-02-24 00:00:00
84327,Academy Sports,2015-02-25 00:00:00
84328,Big 5,2015-02-25 00:00:00
84329,Walmart,2015-02-25 00:00:00
84330,Dick 's Sproting Goods,2015-02-26 00:00:00
84331,K-Mart,2015-02-26 00:00:00
84332,Sam 's Club,2015-02-26 00:00:00
84333,Target,2015-02-26 00:00:00
84334,Big 5,2015-02-27 00:00:00
84335,Costco,2015-02-27 00:00:00
84336,Academy Sports,2015-02-28 00:00:00
84337,K-Mart,2015-02-28 00:00:00
84338,Sam 's Club,2015-02-28 00:00:00
84339,Target,2015-02-28 00:00:00
84340,Walmart,2015-03-01 00:00:00
84341,Costco,2015-03-02 00:00:00
84342,Sam 's Club,2015-03-02 00:00:00
84343,Target,2015-03-02 00:00:00
84344,Academy Sports,2015-03-03 00:00:00
84345,Dick 's Sproting Goods,2015-03-03 00:00:00
84346,K-Mart,2015-03-04 00:00:00
84347,Target,2015-03-04 00:00:00
84348,Walmart,2015-03-04 00:00:00
84349,Big 5,2015-03-05 00:00:00
84350,Dick 's Sproting Goods,2015-03-05 00:00:00
84351,Sam 's Club,2015-03-05 00:00:00
84352,K-Mart,2015-03-06 00:00:00
84353,Target,2015-03-06 00:00:00
84354,Academy Sports,2015-03-07 00:00:00
84355,Dick 's Sproting Goods,2015-03-07 00:00:00
84356,Sam 's Club,2015-03-07 00:00:00
84357,Walmart,2015-03-07 00:00:00
84358,K-Mart,2015-03-08 00:00:00
84359,Academy Sports,2015-03-09 00:00:00
84360,Dick 's Sproting Goods,2015-03-09 00:00:00
84361,Sam 's Club,2015-03-09 00:00:00
84362,Walmart,2015-03-09 00:00:00
84363,Target,2015-03-10 00:00:00
84364,Academy Sports,2015-03-11 00:00:00
84365,K-Mart,2015-03-11 00:00:00
84366,Walmart,2015-03-11 00:00:00
84367,Costco,2015-03-12 00:00:00
84368,Target,2015-03-12 00:00:00
84369,Academy Sports,2015-03-13 00:00:00
84370,K-Mart,2015-03-13 00:00:00
84371,Walmart,2015-03-13 00:00:00
84372,Costco,2015-03-15 00:00:00
84373,Dick 's Sproting Goods,2015-03-15 00:00:00
84374,K-Mart,2015-03-15 00:00:00
84375,Sam 's Club,2015-03-15 00:00:00
84376,Walmart,2015-03-15 00:00:00
84377,Big 5,2015-03-16 00:00:00
84378,Target,2015-03-16 00:00:00
84379,Academy Sports,2015-03-17 00:00:00
84380,Costco,2015-03-17 00:00:00
84381,Dick 's Sproting Goods,2015-03-18 00:00:00
84382,Target,2015-03-18 00:00:00
84383,Big 5,2015-03-19 00:00:00
84384,Costco,2015-03-19 00:00:00
84385,K-Mart,2015-03-19 00:00:00
84386,Sam 's Club,2015-03-19 00:00:00
84387,Walmart,2015-03-19 00:00:00
84388,Academy Sports,2015-03-20 00:00:00
84389,Dick 's Sproting Goods,2015-03-20 00:00:00
84390,Sam 's Club,2015-03-21 00:00:00
84391,Target,2015-03-21 00:00:00
84392,Big 5,2015-03-22 00:00:00
84393,Costco,2015-03-22 00:00:00
84394,K-Mart,2015-03-22 00:00:00
84395,Walmart,2015-03-22 00:00:00
84396,Sam 's Club,2015-03-23 00:00:00
84397,Academy Sports,2015-03-24 00:00:00
84398,Dick 's Sproting Goods,2015-03-24 00:00:00
84399,K-Mart,2015-03-24 00:00:00
84400,Walmart,2015-03-25 00:00:00
84401,Big 5,2015-03-26 00:00:00
84402,Dick 's Sproting Goods,2015-03-26 00:00:00
84403,K-Mart,2015-03-26 00:00:00
84404,Sam 's Club,2015-03-26 00:00:00
84405,Target,2015-03-26 00:00:00
84406,Academy Sports,2015-03-28 00:00:00
84407,Dick 's Sproting Goods,2015-03-28 00:00:00
84408,Walmart,2015-03-28 00:00:00
84409,Big 5,2015-03-29 00:00:00
84410,Costco,2015-03-29 00:00:00
84411,Target,2015-03-30 00:00:00
84412,Walmart,2015-03-30 00:00:00
84413,Costco,2015-03-31 00:00:00
84414,Dick 's Sproting Goods,2015-03-31 00:00:00
84415,K-Mart,2015-03-31 00:00:00
84416,Academy Sports,2015-04-01 00:00:00
84417,Sam 's Club,2015-04-01 00:00:00
84418,Target,2015-04-01 00:00:00
84419,Walmart,2015-04-01 00:00:00
84420,K-Mart,2015-04-02 00:00:00
84421,Academy Sports,2015-04-03 00:00:00
84422,Costco,2015-04-03 00:00:00
84423,Sam 's Club,2015-04-03 00:00:00
84424,Target,2015-04-03 00:00:00
84425,Walmart,2015-04-03 00:00:00
84426,Big 5,2015-04-05 00:00:00
84427,Dick 's Sproting Goods,2015-04-05 00:00:00
84428,K-Mart,2015-04-05 00:00:00
84429,Walmart,2015-04-05 00:00:00
84430,Academy Sports,2015-04-06 00:00:00
84431,Costco,2015-04-06 00:00:00
84432,Target,2015-04-06 00:00:00
84433,Dick 's Sproting Goods,2015-04-07 00:00:00
84434,K-Mart,2015-04-07 00:00:00
84435,Walmart,2015-04-07 00:00:00
84436,Academy Sports,2015-04-09 00:00:00
84437,K-Mart,2015-04-09 00:00:00
84438,Target,2015-04-09 00:00:00
84439,Walmart,2015-04-09 00:00:00
84440,Dick 's Sproting Goods,2015-04-10 00:00:00
84441,K-Mart,2015-04-11 00:00:00
84442,Sam 's Club,2015-04-11 00:00:00
84443,Target,2015-04-11 00:00:00
84444,Academy Sports,2015-04-12 00:00:00
84445,K-Mart,2015-04-13 00:00:00
84446,Target,2015-04-13 00:00:00
84447,Sam 's Club,2015-04-14 00:00:00
84448,Costco,2015-04-15 00:00:00
84449,Target,2015-04-15 00:00:00
84450,Dick 's Sproting Goods,2015-04-16 00:00:00
84451,K-Mart,2015-04-16 00:00:00
84452,Big 5,2015-04-17 00:00:00
84453,Costco,2015-04-17 00:00:00
84454,Sam 's Club,2015-04-17 00:00:00
84455,Target,2015-04-17 00:00:00
84456,Dick 's Sproting Goods,2015-04-18 00:00:00
84457,K-Mart,2015-04-18 00:00:00
84458,Academy Sports,2015-04-19 00:00:00
84459,Big 5,2015-04-20 00:00:00
84460,K-Mart,2015-04-20 00:00:00
84461,Sam 's Club,2015-04-20 00:00:00
84462,Target,2015-04-20 00:00:00
84463,Costco,2015-04-21 00:00:00
84464,Walmart,2015-04-21 00:00:00
84465,Academy Sports,2015-04-22 00:00:00
84466,K-Mart,2015-04-22 00:00:00
84467,Target,2015-04-22 00:00:00
84468,Big 5,2015-04-23 00:00:00
84469,Dick 's Sproting Goods,2015-04-23 00:00:00
84470,Academy Sports,2015-04-24 00:00:00
84471,Target,2015-04-24 00:00:00
84472,Costco,2015-04-25 00:00:00
84473,Walmart,2015-04-25 00:00:00
84474,K-Mart,2015-04-26 00:00:00
84475,Sam 's Club,2015-04-26 00:00:00
84476,Target,2015-04-26 00:00:00
84477,Academy Sports,2015-04-27 00:00:00
84478,Costco,2015-04-27 00:00:00
84479,Walmart,2015-04-27 00:00:00
84480,Dick 's Sproting Goods,2015-04-28 00:00:00
84481,Sam 's Club,2015-04-28 00:00:00
84482,Costco,2015-04-29 00:00:00
84483,K-Mart,2015-04-29 00:00:00
84484,Target,2015-04-29 00:00:00
84485,Walmart,2015-04-29 00:00:00
84486,Big 5,2015-04-30 00:00:00
84487,Academy Sports,2015-05-01 00:00:00
84488,Sam 's Club,2015-05-01 00:00:00
84489,Walmart,2015-05-01 00:00:00
84490,Academy Sports,2015-05-03 00:00:00
84491,Big 5,2015-05-03 00:00:00
84492,K-Mart,2015-05-03 00:00:00
84493,Sam 's Club,2015-05-03 00:00:00
84494,Target,2015-05-03 00:00:00
84495,Dick 's Sproting Goods,2015-05-04 00:00:00
84496,Academy Sports,2015-05-05 00:00:00
84497,K-Mart,2015-05-05 00:00:00
84498,Walmart,2015-05-05 00:00:00
84499,Costco,2015-05-06 00:00:00
84500,Sam 's Club,2015-05-06 00:00:00
84501,Target,2015-05-06 00:00:00
84502,K-Mart,2015-05-07 00:00:00
84503,Costco,2015-05-08 00:00:00
84504,Dick 's Sproting Goods,2015-05-08 00:00:00
84505,Sam 's Club,2015-05-08 00:00:00
84506,Target,2015-05-08 00:00:00
84507,Walmart,2015-05-08 00:00:00
84508,Target,2015-05-10 00:00:00
84509,Walmart,2015-05-10 00:00:00
84510,Academy Sports,2015-05-12 00:00:00
84511,Big 5,2015-05-12 00:00:00
84512,Costco,2015-05-12 00:00:00
84513,K-Mart,2015-05-12 00:00:00
84514,Target,2015-05-12 00:00:00
84515,Dick 's Sproting Goods,2015-05-13 00:00:00
84516,Walmart,2015-05-13 00:00:00
84517,Academy Sports,2015-05-14 00:00:00
84518,Big 5,2015-05-14 00:00:00
84519,Target,2015-05-14 00:00:00
84520,Costco,2015-05-15 00:00:00
84521,Dick 's Sproting Goods,2015-05-15 00:00:00
84522,K-Mart,2015-05-15 00:00:00
84523,Sam 's Club,2015-05-15 00:00:00
84524,Walmart,2015-05-15 00:00:00
84525,Academy Sports,2015-05-17 00:00:00
84526,Big 5,2015-05-17 00:00:00
84527,Walmart,2015-05-17 00:00:00
84528,Costco,2015-05-18 00:00:00
84529,K-Mart,2015-05-18 00:00:00
84530,Dick 's Sproting Goods,2015-05-19 00:00:00
84531,Academy Sports,2015-05-20 00:00:00
84532,Walmart,2015-05-20 00:00:00
84533,Big 5,2015-05-21 00:00:00
84534,Dick 's Sproting Goods,2015-05-21 00:00:00
84535,Target,2015-05-21 00:00:00
84536,Sam 's Club,2015-05-22 00:00:00
84537,Costco,2015-05-23 00:00:00
84538,K-Mart,2015-05-23 00:00:00
84539,Academy Sports,2015-05-24 00:00:00
84540,Dick 's Sproting Goods,2015-05-24 00:00:00
84541,Walmart,2015-05-24 00:00:00
84542,Big 5,2015-05-25 00:00:00
84543,K-Mart,2015-05-25 00:00:00
84544,Dick 's Sproting Goods,2015-05-26 00:00:00
84545,Target,2015-05-26 00:00:00
84546,K-Mart,2015-05-27 00:00:00
84547,Sam 's Club,2015-05-27 00:00:00
84548,Costco,2015-05-28 00:00:00
84549,Dick 's Sproting Goods,2015-05-28 00:00:00
84550,Target,2015-05-28 00:00:00
84551,Academy Sports,2015-05-29 00:00:00
84552,K-Mart,2015-05-29 00:00:00
84553,Sam 's Club,2015-05-29 00:00:00
84554,Walmart,2015-05-29 00:00:00
84555,Big 5,2015-05-30 00:00:00
84556,Costco,2015-05-30 00:00:00
84557,Target,2015-05-30 00:00:00
84558,Academy Sports,2015-05-31 00:00:00
84559,K-Mart,2015-05-31 00:00:00
84560,Sam 's Club,2015-05-31 00:00:00
84561,Target,2015-06-01 00:00:00
84562,Big 5,2015-06-02 00:00:00
84563,Dick 's Sproting Goods,2015-06-02 00:00:00
84564,Walmart,2015-06-02 00:00:00
84565,Academy Sports,2015-06-03 00:00:00
84566,Costco,2015-06-03 00:00:00
84567,K-Mart,2015-06-03 00:00:00
84568,Target,2015-06-03 00:00:00
84569,Big 5,2015-06-04 00:00:00
84570,Dick 's Sproting Goods,2015-06-04 00:00:00
84571,Academy Sports,2015-06-06 00:00:00
84572,Big 5,2015-06-06 00:00:00
84573,K-Mart,2015-06-06 00:00:00
84574,Target,2015-06-06 00:00:00
84575,Costco,2015-06-07 00:00:00
84576,Dick 's Sproting Goods,2015-06-07 00:00:00
84577,Academy Sports,2015-06-08 00:00:00
84578,K-Mart,2015-06-09 00:00:00
84579,Sam 's Club,2015-06-09 00:00:00
84580,Big 5,2015-06-10 00:00:00
84581,Costco,2015-06-10 00:00:00
84582,Dick 's Sproting Goods,2015-06-10 00:00:00
84583,Target,2015-06-10 00:00:00
84584,Academy Sports,2015-06-11 00:00:00
84585,Sam 's Club,2015-06-11 00:00:00
84586,Walmart,2015-06-11 00:00:00
84587,Dick 's Sproting Goods,2015-06-12 00:00:00
84588,Target,2015-06-12 00:00:00
84589,Big 5,2015-06-13 00:00:00
84590,Costco,2015-06-13 00:00:00
84591,K-Mart,2015-06-13 00:00:00
84592,Sam 's Club,2015-06-13 00:00:00
84593,Walmart,2015-06-14 00:00:00
84594,K-Mart,2015-06-15 00:00:00
84595,Academy Sports,2015-06-16 00:00:00
84596,Sam 's Club,2015-06-16 00:00:00
84597,Big 5,2015-06-17 00:00:00
84598,Dick 's Sproting Goods,2015-06-17 00:00:00
84599,Target,2015-06-17 00:00:00
84600,Walmart,2015-06-18 00:00:00
84601,Dick 's Sproting Goods,2015-06-19 00:00:00
84602,K-Mart,2015-06-19 00:00:00
84603,Costco,2015-06-20 00:00:00
84604,Walmart,2015-06-20 00:00:00
84605,Academy Sports,2015-06-21 00:00:00
84606,K-Mart,2015-06-21 00:00:00
84607,Target,2015-06-21 00:00:00
84608,Big 5,2015-06-22 00:00:00
84609,Dick 's Sproting Goods,2015-06-23 00:00:00
84610,Academy Sports,2015-06-24 00:00:00
84611,K-Mart,2015-06-24 00:00:00
84612,Target,2015-06-24 00:00:00
84613,Big 5,2015-06-25 00:00:00
84614,Costco,2015-06-25 00:00:00
84615,Dick 's Sproting Goods,2015-06-25 00:00:00
84616,K-Mart,2015-06-26 00:00:00
84617,Sam 's Club,2015-06-26 00:00:00
84618,Target,2015-06-26 00:00:00
84619,Academy Sports,2015-06-27 00:00:00
84620,Big 5,2015-06-28 00:00:00
84621,Costco,2015-06-28 00:00:00
84622,Dick 's Sproting Goods,2015-06-28 00:00:00
84623,Sam 's Club,2015-06-28 00:00:00
84624,Target,2015-06-28 00:00:00
84625,K-Mart,2015-06-29 00:00:00
84626,Big 5,2015-06-30 00:00:00
84627,Costco,2015-06-30 00:00:00
84628,K-Mart,2015-07-01 00:00:00
84629,Costco,2015-07-02 00:00:00
84630,Target,2015-07-02 00:00:00
84631,Walmart,2015-07-02 00:00:00
84632,Sam 's Club,2015-07-04 00:00:00
84633,Walmart,2015-07-04 00:00:00
84634,Big 5,2015-07-05 00:00:00
84635,Dick 's Sproting Goods,2015-07-05 00:00:00
84636,Academy Sports,2015-07-07 00:00:00
84637,Dick 's Sproting Goods,2015-07-07 00:00:00
84638,Walmart,2015-07-07 00:00:00
84639,Big 5,2015-07-08 00:00:00
84640,Sam 's Club,2015-07-08 00:00:00
